採否	語	content	一致	落とした理由
除外	苦味	食事	1/1	票が 1 件だけ
除外	苦戦	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	苦手	学習	7/10	性質を指す名詞（形状詞可能）
除外	苦痛	健康	2/3	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	英語	学習	1/1	票が 1 件だけ
除外	荷物	住居	1/1	票が 1 件だけ
除外	荷重	健康	1/2	票が 1 件だけ
除外	菌株	食事	1/2	票が 1 件だけ
除外	菌種	食事	1/1	票が 1 件だけ
除外	菓子	交通	1/2	票が 1 件だけ
除外	萎縮	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	落ち込み	健康	1/1	票が 1 件だけ
除外	葉水	自然	1/1	票が 1 件だけ
除外	葉物野菜	食事	2/2	票が 2 件だけ
除外	葉緑体	自然	1/1	票が 1 件だけ
除外	葉肉	自然	1/1	票が 1 件だけ
除外	葉脈	自然	1/1	票が 1 件だけ
除外	葉面	自然	2/3	票が 2 件だけ
除外	著作権	仕事	1/2	票が 1 件だけ
除外	著者	学習	2/2	票が 2 件だけ
除外	葛藤	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	蒸気圧	学習	1/1	票が 1 件だけ
除外	蒸発	金銭	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	蓄積	自然	4/8	動作を指す名詞（サ変可能）
除外	蓄電池	自然	1/1	票が 1 件だけ
採用	薬剤	健康	4/5	
採用	薬剤師	健康	3/3	
採用	薬物	健康	3/3	
除外	藻場	自然	1/1	票が 1 件だけ
除外	藻類	食事	1/2	票が 1 件だけ
除外	虚偽	法制度	2/2	票が 2 件だけ
除外	虚血	健康	1/2	票が 1 件だけ
除外	虹色	食事	1/1	票が 1 件だけ
除外	蛋白尿	健康	1/1	票が 1 件だけ
除外	蛍光	自然	1/2	票が 1 件だけ
除外	融合	交通	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	血中	健康	2/2	票が 2 件だけ
採用	血圧	健康	6/7	
除外	血栓症	健康	2/2	票が 2 件だけ
採用	血流	健康	3/6	
採用	血液	健康	7/12	
除外	血液型	身体	1/1	票が 1 件だけ
除外	血球	身体	1/1	票が 1 件だけ
採用	血管	健康	9/12	
除外	血糖	健康	1/2	票が 1 件だけ
除外	血糖値	健康	2/4	票が 2 件だけ
除外	血行	身体	2/2	票が 2 件だけ
除外	行事	学習	1/1	票が 1 件だけ
除外	行使	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	行先	交通	1/1	票が 1 件だけ
除外	行列	状態	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	行動	学習	5/32	動作を指す名詞（サ変可能）; 首位の占有率 16% が閾値未満
除外	行動パターン	仕事	1/6	票が 1 件だけ; 首位の占有率 17% が閾値未満
除外	行動変容	健康	1/2	票が 1 件だけ
除外	行動計画	努力	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	行政	法制度	1/1	票が 1 件だけ
除外	行為	健康	5/25	首位の占有率 20% が閾値未満
除外	術後	健康	3/3	品詞から取れる（副詞可能 → #時間）
除外	衛星	交通	1/1	票が 1 件だけ
除外	衛生	健康	2/4	票が 2 件だけ
除外	衛生管理	食事	2/4	票が 2 件だけ
除外	衝動性	法制度	1/1	票が 1 件だけ
除外	衝動的	健康	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	衝動買い	住居	1/1	票が 1 件だけ
除外	衝撃	食事	1/6	票が 1 件だけ; 首位の占有率 17% が閾値未満
除外	衝突	交通	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	衣替え	住居	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	衣服	法制度	1/1	票が 1 件だけ
採用	衣類	住居	4/4	
除外	表情	情報	1/2	票が 1 件だけ
除外	表現	仕事	8/36	動作を指す名詞（サ変可能）; 首位の占有率 22% が閾値未満
除外	表現者	情報	1/1	票が 1 件だけ
除外	表示	金銭	3/18	動作を指す名詞（サ変可能）; 首位の占有率 17% が閾値未満
除外	表面	食事	3/11	首位の占有率 27% が閾値未満
除外	表面積	交通	1/1	票が 1 件だけ
除外	袖口	住居	1/1	票が 1 件だけ
除外	被保険者	金銭	1/2	票が 1 件だけ
除外	被告	法制度	1/1	票が 1 件だけ
除外	被害	法制度	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
採用	被害者	法制度	6/8	
除外	被疑者	法制度	1/1	票が 1 件だけ
除外	裁判	法制度	5/5	動作を指す名詞（サ変可能）
除外	裁判官	法制度	2/2	票が 2 件だけ
採用	裁判所	法制度	5/6	
除外	裁量	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	裂傷	身体	1/1	票が 1 件だけ
除外	装備	金銭	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	装着	健康	4/4	動作を指す名詞（サ変可能）
除外	装置	交通	4/11	動作を指す名詞（サ変可能）; 首位の占有率 36% が閾値未満
除外	裏付け	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	裏側	食事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	裏技	住居	1/1	票が 1 件だけ
除外	裏面	自然	1/1	票が 1 件だけ
除外	補償	交通	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	補償内容	交通	2/4	票が 2 件だけ
除外	補償額	金銭	1/2	票が 1 件だけ
除外	補充	健康	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	補助	健康	2/7	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 29% が閾値未満
除外	補完	情報	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	補強	住居	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	補正	交通	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	補給	健康	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	補綴	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	製作	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	製剤	健康	1/1	票が 1 件だけ
除外	製品	仕事	4/9	首位の占有率 44% が閾値未満
除外	製法	食事	1/1	票が 1 件だけ
除外	製造	自然	3/7	動作を指す名詞（サ変可能）; 首位の占有率 43% が閾値未満
除外	製造業	法制度	1/1	票が 1 件だけ
除外	複合	自然	3/5	動作を指す名詞（サ変可能）
除外	複合体	健康	1/2	票が 1 件だけ
除外	複層ガラス	住居	1/1	票が 1 件だけ
除外	複数	健康	7/37	首位の占有率 19% が閾値未満
除外	複数人	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	複製	自然	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	複雑	自然	13/77	性質を指す名詞（形状詞可能）; 首位の占有率 17% が閾値未満
除外	複雑性	家族	1/2	票が 1 件だけ
除外	褐変	食事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	褥瘡	健康	2/2	票が 2 件だけ
除外	褶曲	自然	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	要介護	金銭	1/2	票が 1 件だけ
除外	要介護認定	金銭	1/2	票が 1 件だけ
除外	要件	情報	4/19	首位の占有率 21% が閾値未満
除外	要因	健康	11/28	首位の占有率 39% が閾値未満
除外	要望	仕事	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	要求	法制度	3/13	動作を指す名詞（サ変可能）; 首位の占有率 23% が閾値未満
除外	要約	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	要素	自然	14/74	首位の占有率 19% が閾値未満
除外	要綱	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	見た目	住居	2/3	票が 2 件だけ
除外	見学	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	見直し	仕事	4/12	首位の占有率 33% が閾値未満
除外	見積もり	交通	2/9	票が 2 件だけ; 首位の占有率 22% が閾値未満
除外	見積もり金額	金銭	1/1	票が 1 件だけ
除外	見込み	健康	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	規制	法制度	4/9	動作を指す名詞（サ変可能）; 首位の占有率 44% が閾値未満
除外	規則	交通	1/1	票が 1 件だけ
除外	規定	法制度	3/6	動作を指す名詞（サ変可能）
除外	規格	交通	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	規模	法制度	3/11	首位の占有率 27% が閾値未満
除外	規程	仕事	1/2	票が 1 件だけ
除外	規約	法制度	1/2	票が 1 件だけ
除外	視力	健康	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	視点	仕事	14/64	首位の占有率 22% が閾値未満
除外	視線	住居	1/2	票が 1 件だけ
除外	視聴	情報	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	視覚	学習	1/1	票が 1 件だけ
除外	視覚化	仕事	1/1	票が 1 件だけ
除外	視覚的	学習	5/13	首位の占有率 38% が閾値未満
除外	視認	住居	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	視野	仕事	3/14	首位の占有率 21% が閾値未満
除外	覚悟	住居	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	親和性	自然	1/1	票が 1 件だけ
除外	親密	家族	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	親戚	仕事	1/1	票が 1 件だけ
除外	親指	健康	1/1	票が 1 件だけ
除外	親族	家族	1/2	票が 1 件だけ
除外	親権	家族	1/1	票が 1 件だけ
除外	親権者	家族	1/1	票が 1 件だけ
除外	親睦	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	親知らず	健康	1/1	票が 1 件だけ
除外	観光	交通	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	観光地	交通	1/1	票が 1 件だけ
除外	観察	健康	8/23	動作を指す名詞（サ変可能）; 首位の占有率 35% が閾値未満
除外	観察力	食事	1/1	票が 1 件だけ
除外	観念	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	観測	自然	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	観点	自然	3/11	首位の占有率 27% が閾値未満
除外	角度	住居	3/9	首位の占有率 33% が閾値未満
除外	角膜	健康	1/1	票が 1 件だけ
除外	解き方	学習	1/1	票が 1 件だけ
除外	解像度	交通	2/4	票が 2 件だけ
除外	解凍	食事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
採用	解剖学	身体	3/3	
除外	解明	法制度	4/11	動作を指す名詞（サ変可能）; 首位の占有率 36% が閾値未満
除外	解析	自然	7/16	動作を指す名詞（サ変可能）; 首位の占有率 44% が閾値未満
除外	解決	情報	4/29	動作を指す名詞（サ変可能）; 首位の占有率 14% が閾値未満
除外	解決策	仕事	4/13	首位の占有率 31% が閾値未満
除外	解法	情報	1/1	票が 1 件だけ
除外	解消	仕事	3/11	動作を指す名詞（サ変可能）; 首位の占有率 27% が閾値未満
除外	解答	学習	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	解約	法制度	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	解約金	法制度	2/3	票が 2 件だけ
除外	解説	学習	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	解釈	情報	5/22	動作を指す名詞（サ変可能）; 首位の占有率 23% が閾値未満
除外	解雇	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	触媒	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	触覚	健康	1/2	票が 1 件だけ
除外	触診	身体	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	言い分	交通	1/2	票が 1 件だけ
除外	言い回し	身体	1/2	票が 1 件だけ
除外	言い方	仕事	2/4	票が 2 件だけ
除外	言い訳	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	言動	仕事	1/1	票が 1 件だけ
除外	言及	学習	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	言葉	健康	14/98	首位の占有率 14% が閾値未満
採用	言葉遣い	仕事	3/3	
除外	言葉選び	仕事	1/1	票が 1 件だけ
除外	言語	仕事	1/2	票が 1 件だけ
除外	計上	金銭	4/4	動作を指す名詞（サ変可能）
除外	計測	交通	3/8	動作を指す名詞（サ変可能）; 首位の占有率 38% が閾値未満
除外	計画	健康	11/48	動作を指す名詞（サ変可能）; 首位の占有率 23% が閾値未満
除外	計画的	健康	2/4	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	計算	情報	5/29	動作を指す名詞（サ変可能）; 首位の占有率 17% が閾値未満
除外	計算式	学習	1/1	票が 1 件だけ
採用	計算方法	金銭	3/5	
除外	計算量	情報	2/2	票が 2 件だけ
除外	計量	食事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	訓練	健康	6/16	動作を指す名詞（サ変可能）; 首位の占有率 38% が閾値未満
除外	記事	情報	1/2	票が 1 件だけ
除外	記入	法制度	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	記号	学習	1/1	票が 1 件だけ
除外	記憶	学習	5/12	動作を指す名詞（サ変可能）; 首位の占有率 42% が閾値未満
除外	記憶力	健康	2/2	票が 2 件だけ
除外	記法	情報	1/1	票が 1 件だけ
除外	記載	法制度	8/17	動作を指す名詞（サ変可能）; 首位の占有率 47% が閾値未満
除外	記述	仕事	3/11	動作を指す名詞（サ変可能）; 首位の占有率 27% が閾値未満
除外	記録	金銭	5/32	動作を指す名詞（サ変可能）; 首位の占有率 16% が閾値未満
除外	訪問	健康	3/7	動作を指す名詞（サ変可能）; 首位の占有率 43% が閾値未満
除外	設備	交通	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	設定	仕事	13/63	動作を指す名詞（サ変可能）; 首位の占有率 21% が閾値未満
除外	設置	法制度	3/12	動作を指す名詞（サ変可能）; 首位の占有率 25% が閾値未満
除外	設計	情報	9/41	動作を指す名詞（サ変可能）; 首位の占有率 22% が閾値未満
除外	許可	情報	1/5	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 20% が閾値未満
除外	許容	金銭	2/6	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	訴え	法制度	1/1	票が 1 件だけ
除外	訴求	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	訴訟	交通	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	診察	健康	4/8	動作を指す名詞（サ変可能）
除外	診察室	健康	1/1	票が 1 件だけ
除外	診断	健康	21/33	動作を指す名詞（サ変可能）
採用	診断書	法制度	3/6	
除外	診療	健康	3/6	動作を指す名詞（サ変可能）
除外	診療報酬	金銭	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	診療科	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	証人	法制度	2/2	票が 2 件だけ
採用	証拠	法制度	11/17	
除外	証明	法制度	4/10	動作を指す名詞（サ変可能）; 首位の占有率 40% が閾値未満
除外	証明書	法制度	3/7	首位の占有率 43% が閾値未満
除外	証言	法制度	4/5	動作を指す名詞（サ変可能）
除外	詐欺	情報	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	評価	健康	25/87	動作を指す名詞（サ変可能）; 首位の占有率 29% が閾値未満
除外	評価制度	仕事	1/1	票が 1 件だけ
除外	評価基準	法制度	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	評価方法	学習	2/4	票が 2 件だけ
除外	評価者	仕事	1/2	票が 1 件だけ
除外	評価項目	法制度	1/1	票が 1 件だけ
除外	評判	仕事	1/2	票が 1 件だけ
除外	試み	自然	2/6	票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	試作	住居	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	試用	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	試用期間	法制度	1/1	票が 1 件だけ
除外	試算	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	試行錯誤	情報	1/4	票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	試験	健康	5/15	動作を指す名詞（サ変可能）; 首位の占有率 33% が閾値未満
除外	試験データ	健康	1/1	票が 1 件だけ
除外	話し合い	学習	2/3	票が 2 件だけ
除外	話題	情報	2/10	票が 2 件だけ; 首位の占有率 20% が閾値未満
除外	該当	法制度	2/6	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	詳細	健康	14/55	性質を指す名詞（形状詞可能）; 首位の占有率 25% が閾値未満
除外	認可	情報	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	認定	仕事	2/10	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 20% が閾値未満
除外	認知	健康	4/12	動作を指す名詞（サ変可能）; 首位の占有率 33% が閾値未満
採用	認知症	健康	5/6	
除外	認証	情報	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	認証方式	情報	2/2	票が 2 件だけ
除外	認識	仕事	6/33	動作を指す名詞（サ変可能）; 首位の占有率 18% が閾値未満
除外	誘導	健康	2/6	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	誘導体	健康	1/1	票が 1 件だけ
除外	誘発	健康	4/4	動作を指す名詞（サ変可能）
除外	語彙	学習	2/2	票が 2 件だけ
除外	語彙力	学習	1/1	票が 1 件だけ
除外	誠実	仕事	2/3	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	誠意	交通	1/1	票が 1 件だけ
除外	誤り	法制度	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	誤差	交通	2/8	票が 2 件だけ; 首位の占有率 25% が閾値未満
除外	誤解	仕事	1/5	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 20% が閾値未満
採用	説得力	仕事	4/4	
除外	説明	健康	11/55	動作を指す名詞（サ変可能）; 首位の占有率 20% が閾値未満
除外	説明会	交通	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	説明責任	情報	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	読み方	学習	1/1	票が 1 件だけ
除外	読み書き	学習	1/1	票が 1 件だけ
除外	読字	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	読書	住居	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	読者	学習	1/1	票が 1 件だけ
除外	課税	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	課税対象	金銭	2/2	票が 2 件だけ
除外	課金	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	課題	仕事	18/61	首位の占有率 30% が閾値未満
採用	課題解決	仕事	5/5	
除外	調べ	法制度	1/1	票が 1 件だけ
除外	調停	家族	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	調光	住居	1/1	票が 1 件だけ
除外	調剤	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	調合	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	調味料	食事	2/3	票が 2 件だけ
除外	調和	住居	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	調性	自然	1/1	票が 1 件だけ
除外	調整	健康	17/71	動作を指す名詞（サ変可能）; 首位の占有率 24% が閾値未満
除外	調整器	健康	1/1	票が 1 件だけ
除外	調査	法制度	8/20	動作を指す名詞（サ変可能）; 首位の占有率 40% が閾値未満
除外	調理	食事	6/7	動作を指す名詞（サ変可能）
除外	調節	健康	5/13	動作を指す名詞（サ変可能）; 首位の占有率 38% が閾値未満
除外	調達	自然	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	請求	法制度	7/11	動作を指す名詞（サ変可能）
除外	請求書	金銭	2/4	票が 2 件だけ
除外	請求額	金銭	1/2	票が 1 件だけ
除外	論文	学習	5/18	首位の占有率 28% が閾値未満
除外	論理	学習	2/3	票が 2 件だけ
除外	論理的	法制度	3/5	性質を指す名詞（形状詞可能）
除外	論理的思考	学習	1/1	票が 1 件だけ
除外	諸費	住居	1/1	票が 1 件だけ
除外	講習	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	謝罪	情報	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	識別	情報	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	警告	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
採用	警察	法制度	3/4	
除外	警察官	法制度	1/1	票が 1 件だけ
除外	警戒	仕事	1/6	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 17% が閾値未満
除外	警戒心	金銭	1/2	票が 1 件だけ
除外	議論	仕事	6/24	動作を指す名詞（サ変可能）; 首位の占有率 25% が閾値未満
除外	議題	仕事	2/3	票が 2 件だけ
除外	譲歩	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	豆腐	食事	1/1	票が 1 件だけ
除外	豆豉	食事	1/1	票が 1 件だけ
除外	豚肉	食事	1/1	票が 1 件だけ
除外	貝殻	食事	1/1	票が 1 件だけ
除外	負債	努力	1/2	票が 1 件だけ
除外	負担	健康	12/30	動作を指す名詞（サ変可能）; 首位の占有率 40% が閾値未満
除外	負担割合	金銭	2/2	票が 2 件だけ
除外	負担額	金銭	2/2	票が 2 件だけ
除外	負荷	情報	3/16	動作を指す名詞（サ変可能）; 首位の占有率 19% が閾値未満
除外	財務	金銭	2/4	票が 2 件だけ
除外	財務課	法制度	1/1	票が 1 件だけ
除外	財務諸表	金銭	2/2	票が 2 件だけ
除外	財産	金銭	1/2	票が 1 件だけ
除外	貢献	仕事	7/27	動作を指す名詞（サ変可能）; 首位の占有率 26% が閾値未満
採用	貢献度	仕事	3/4	
除外	貧困	学習	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
採用	貨物	交通	3/3	
除外	販売	食事	3/7	動作を指す名詞（サ変可能）; 首位の占有率 43% が閾値未満
除外	貫流	住居	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	責任	法制度	5/21	首位の占有率 24% が閾値未満
除外	責任感	努力	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
採用	責任者	仕事	3/3	
除外	貯蔵	食事	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	貴社	仕事	1/1	票が 1 件だけ
除外	買い物	学習	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	買主	法制度	1/2	票が 1 件だけ
除外	貸方	学習	1/1	票が 1 件だけ
除外	費用	健康	6/24	首位の占有率 25% が閾値未満
採用	費用対効果	健康	4/6	
除外	貿易	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	賃料	金銭	2/2	票が 2 件だけ
除外	賃貸	住居	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	賃貸借契約書	法制度	1/2	票が 1 件だけ
除外	賃金	仕事	1/1	票が 1 件だけ
採用	資料	仕事	6/11	
除外	資料作成	仕事	2/2	票が 2 件だけ
除外	資格	学習	1/1	票が 1 件だけ
除外	資格取得	学習	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
採用	資源	自然	5/10	
除外	資産	金銭	4/9	首位の占有率 44% が閾値未満
除外	資産形成	金銭	2/2	票が 2 件だけ
除外	資金	金銭	4/10	首位の占有率 40% が閾値未満
除外	資金源	法制度	2/3	票が 2 件だけ
除外	資金調達	仕事	2/3	票が 2 件だけ
除外	賛成	食事	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	賞味	食事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	賞味期限	食事	1/1	票が 1 件だけ
除外	賠償	交通	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	賢明	交通	2/6	性質を指す名詞（形状詞可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	質問	仕事	6/30	動作を指す名詞（サ変可能）; 首位の占有率 20% が閾値未満
除外	質感	住居	1/2	票が 1 件だけ
除外	質疑	仕事	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	購入	食事	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	購買	仕事	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	贅沢	食事	1/1	動作を指す名詞（サ変形状詞可能）; 票が 1 件だけ
除外	贈与	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	赤み	健康	2/3	票が 2 件だけ
除外	赤ワイン	食事	1/1	票が 1 件だけ
除外	走行	交通	4/5	動作を指す名詞（サ変可能）
除外	起因	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	起業	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	起源	自然	1/2	票が 1 件だけ
除外	起点	自然	1/1	票が 1 件だけ
除外	起訴	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	起訴状	法制度	1/1	票が 1 件だけ
除外	超伝導	学習	1/1	票が 1 件だけ
除外	超過	交通	3/4	動作を指す名詞（サ変可能）
採用	超音波	健康	4/6	
除外	趣味	自然	1/1	票が 1 件だけ
除外	足底	状態	1/1	票が 1 件だけ
除外	足裏	身体	1/1	票が 1 件だけ
除外	距離	交通	4/17	首位の占有率 24% が閾値未満
除外	距離感	学習	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	路線	移動	1/2	票が 1 件だけ
除外	路肩	交通	1/1	票が 1 件だけ
除外	路面	交通	1/1	票が 1 件だけ
除外	跳ね返り	身体	1/1	票が 1 件だけ
除外	躊躇	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	身体	健康	2/6	票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	身体的	健康	2/2	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	身分証明書	法制度	2/3	票が 2 件だけ
除外	身長	食事	1/1	票が 1 件だけ
採用	車両	交通	8/9	
除外	車内	交通	1/1	票が 1 件だけ
除外	車検	交通	2/3	票が 2 件だけ
除外	車種	交通	1/1	票が 1 件だけ
除外	軌道	仕事	1/2	票が 1 件だけ
除外	軟弱	自然	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	軟部	身体	2/2	票が 2 件だけ
除外	軟骨	身体	2/2	票が 2 件だけ
除外	転がり	金銭	1/2	票が 1 件だけ
除外	転倒	交通	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	転写	自然	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	転嫁	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	転換	住居	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	転換点	自然	1/1	票が 1 件だけ
除外	転移	自然	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	転置	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	転職	金銭	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	転職先	金銭	1/2	票が 1 件だけ
除外	転職活動	仕事	2/2	票が 2 件だけ
